"","Rat_EntrezGene.ID","Mouse_EntrezGene.ID","MouseVsRat_EntrezGene.ID"
"94","307511","12532","12532_307511"
"95","171113","53619","53619_171113"
"96","50998","12812","12812_50998"
"97","81751","19165","19165_81751"
"98","79257","12005","12005_79257"
"99","29134","12006","12006_29134"
"100","304947","18514","18514_304947"
"101","311876","18516","18516_311876"
"102","406164","18515","18515_406164"
"103","680486","13164","13164_680486"
"104","287467","327958","327958_287467"
"105","308766","17292","17292_308766"
"106","293046","17293","17293_293046"
"107","24225","12064","12064_24225"
"108","25661","14268","14268_25661"
"109","64668","17195","17195_64668"
"110","25350","20390","20390_25350"
"111","24548","17194","17194_24548"
"112","81739","228139","228139_81739"
"113","64456","233744","233744_64456"
"114","499669","78784","78784_499669"
"115","81507","12166","12166_81507"
"116","25631","17127","17127_25631"
"117","26954","19744","19744_26954"
"118","359959","69159","69159_359959"
"119","64637","15111","15111_64637"
"120","282817","66824","66824_282817"
"121","64322","223453","223453_64322"
"122","362136","76747","76747_362136"
"123","246756","71609","71609_246756"
"124","24887","12028","12028_24887"
"125","309444","30838","30838_309444"
"126","114503","18996","18996_114503"
"127","360611","56358","56358_360611"
"128","155430","15214","15214_155430"
"129","29175","13038","13038_29175"
"130","295027","73173","73173_295027"
"131","307811","330836","330836_307811"
"132","171447","99633","99633_171447"
"133","688634","54169","54169_688634"
"134","79115","14026","14026_79115"
"135","155437","15213","15213_155437"
"136","313777","57741","57741_313777"
"137","317444","15159","15159_317444"
"138","291999","66894","66894_291999"
"139","156726","12399","12399_156726"
"140","406226","406220","406220_406226"
"141","407757","77055","77055_407757"
"142","300250","16678","16678_300250"
"143","366992","239673","239673_366992"
"144","300248","223915","223915_300248"
"145","406227","105866","105866_406227"
"146","300242","110310","110310_300242"
"147","25626","16691","16691_25626"
"148","406228","16681","16681_406228"
"149","683720","223917","223917_683720"
"150","300247","109052","109052_300247"
"151","683613","56735","56735_683613"
"152","315323","16682","16682_315323"
"153","64639","12015","12015_64639"
"154","684148","27756","27756_684148"
"155","54226","11820","11820_54226"
"156","288259","14450","14450_288259"
"157","300054","14106","14106_300054"
"158","79245","15499","15499_79245"
"159","687118","67379","67379_687118"
"160","25166","12362","12362_25166"
"161","114555","12363","12363_114555"
"162","156117","12364","12364_156117"
"163","78963","11783","11783_78963"
"164","299766","17877","17877_299766"
"165","25534","19133","19133_25534"
"166","306748","57266","57266_306748"
"167","29300","14465","14465_29300"
"168","24837","21956","21956_24837"
"169","80841","12140","12140_80841"
"170","310738","18049","18049_310738"
"171","64021","70771","70771_64021"
"172","64020","64450","64450_64020"
"173","58964","54369","54369_58964"
"174","361096","22772","22772_361096"
"175","306226","278672","278672_306226"
"176","64044","12370","12370_64044"
"177","78962","18628","18628_78962"
"178","84489","14184","14184_84489"
"179","252885","15425","15425_252885"
"180","288151","15429","15429_288151"
"181","100911859","109663","109663_100911859"
"182","315337","15422","15422_315337"
"183","297099","15405","15405_297099"
"184","103690130","15400","15400_103690130"
"185","103690132","15394","15394_103690132"
"186","497987","15413","15413_497987"
"187","497986","15414","15414_497986"
"188","103692131","15396","15396_103692131"
"189","79241","15402","15402_79241"
"190","29710","20273","20273_29710"
"191","366213","228731","228731_366213"
"192","25367","110532","110532_25367"
"193","25104","18563","18563_25104"
"194","25319","14319","14319_25319"
"195","291470","67634","67634_291470"
"196","681066","71996","71996_681066"
"197","63880","100037258","100037258_63880"
"198","25621","12520","12520_25621"
"199","25599","16149","16149_25599"
"200","314251","20741","20741_314251"
"201","503000","67087","67087_503000"
"202","266608","14371","14371_266608"
"203","24323","13614","13614_24323"
"204","246311","382051","382051_246311"
"205","365564","53404","53404_365564"
"206","361338","14151","14151_361338"
"207","116499","14175","14175_116499"
"208","84409","268902","268902_84409"
"209","293537","15373","15373_293537"
"210","500453","18507","18507_500453"
"211","81819","18510","18510_81819"
"212","293992","18504","18504_293992"
"213","25509","18508","18508_25509"
"214","24598","18125","18125_24598"
"215","305719","54713","54713_305719"
"216","25147","13075","13075_25147"
"217","65132","53624","53624_65132"
"218","303181","22416","22416_303181"
"219","300228","65970","65970_300228"
"220","365542","15002","15002_365542"
"221","24981","381091","381091_24981"
"222","294270","14969","14969_294270"
"223","25557","20845","20845_25557"
"224","25390","11933","11933_25390"
"225","24214","11932","11932_24214"
"226","25650","11931","11931_25650"
"227","140586","20682","20682_140586"
"228","24943","18823","18823_24943"
"229","307403","12978","12978_307403"
"230","493909","71724","71724_493909"
"231","316421","213043","213043_316421"
"232","316424","71872","71872_316424"
"233","54349","11761","11761_54349"
"234","500224","16815","16815_500224"
"235","308472","20924","20924_308472"
"236","25243","11864","11864_25243"
"237","316539","13838","13838_316539"
"238","24211","11928","11928_24211"
"239","24213","232975","232975_24213"
"240","292935","53415","53415_292935"
"241","312195","18181","18181_312195"
"242","171360","12677","12677_171360"
"243","316052","13813","13813_316052"
"244","29733","13609","13609_29733"
"245","25748","11656","11656_25748"
"246","29139","13179","13179_29139"
"247","361802","14979","14979_361802"
"248","25217","21356","21356_25217"
"249","140926","13163","13163_140926"
"250","309630","81630","81630_309630"
"251","25601","18390","18390_25601"
"252","25054","18212","18212_25054"
"253","29613","18213","18213_29613"
"254","29382","13016","13016_29382"
"255","81717","13017","13017_81717"
"256","294283","19732","19732_294283"
"257","59102","19891","19891_59102"
"258","81517","17242","17242_81517"
"259","286911","67373","67373_286911"
"260","24691","22072","22072_24691"
"261","171293","13033","13033_171293"
"262","299138","20474","20474_299138"
"263","308406","20475","20475_308406"
"264","116554","26419","26419_116554"
"265","81649","26416","26416_81649"
"266","114495","26399","26399_114495"
"267","24952","14526","14526_24952"
"268","25453","14573","14573_25453"
"269","25454","14585","14585_25454"
"270","364706","17300","17300_364706"
"271","24792","11611","11611_24792"
"272","360272","20563","20563_360272"
"273","83467","20564","20564_83467"
"274","366120","258987","258987_366120"
"275","405116","258946","258946_405116"
"276","299593","259044","259044_299593"
"277","291929","258858","258858_291929"
"278","405107","258883","258883_405107"
"279","404986","258734","258734_404986"
"280","405386","258913","258913_405386"
"281","405280","259074","259074_405280"
"282","287502","259010","259010_287502"
"283","405026","258684","258684_405026"
"284","405947","258920","258920_405947"
"285","405091","258780","258780_405091"
"286","405950","258902","258902_405950"
"287","687082","258769","258769_687082"
"288","404819","258972","258972_404819"
"289","293815","258792","258792_293815"
"290","293809","258991","258991_293809"
"291","404972","259025","259025_404972"
"292","296679","258941","258941_296679"
"293","405086","258741","258741_405086"
"294","405951","258974","258974_405951"
"295","363640","259009","259009_363640"
"296","293781","258693","258693_293781"
"297","293789","258700","258700_293789"
"298","686900","404330","404330_686900"
"299","499237","258728","258728_499237"
"300","296677","258942","258942_296677"
"301","404975","259026","259026_404975"
"302","366104","258762","258762_366104"
"303","287501","259008","259008_287501"
"304","300411","258908","258908_300411"
"305","296678","258943","258943_296678"
"306","56821","258944","258944_56821"
"307","366122","258982","258982_366122"
"308","405136","258990","258990_405136"
"309","405974","258875","258875_405974"
"310","290003","258316","258316_290003"
"311","404967","18321","18321_404967"
"312","300603","18343","18343_300603"
"313","405329","258366","258366_405329"
"314","287262","18351","18351_287262"
"315","405131","18346","18346_405131"
"316","405132","258647","258647_405132"
"317","405322","18350","18350_405322"
"318","367067","258606","258606_367067"
"319","296690","236509","236509_296690"
"320","367064","257912","257912_367064"
"321","296689","258656","258656_296689"
"322","302825","258289","258289_302825"
"323","405179","258249","258249_405179"
"324","404874","258085","258085_404874"
"325","405112","227794","227794_405112"
"326","299586","257883","257883_299586"
"327","405133","18310","18310_405133"
"328","404968","258236","258236_404968"
"329","315452","18322","18322_315452"
"330","404812","258466","258466_404812"
"331","405114","258618","258618_405114"
"332","405092","258225","258225_405092"
"333","405106","258310","258310_405106"
"334","299596","18357","18357_299596"
"335","296682","258616","258616_296682"
"336","296675","18328","18328_296675"
"337","405328","258360","258360_405328"
"338","295713","258426","258426_295713"
"339","405345","257872","257872_405345"
"340","405123","258420","258420_405123"
"341","286959","258269","258269_286959"
"342","404808","18331","18331_404808"
"343","404971","193053","193053_404971"
"344","405076","258086","258086_405076"
"345","293812","258097","258097_293812"
"346","687896","258343","258343_687896"
"347","296003","258391","258391_296003"
"348","367061","258432","258432_367061"
"349","405115","258620","258620_405115"
"350","298449","75753","75753_298449"
"351","303811","13544","13544_303811"
"352","362696","225049","225049_362696"
"353","171454","66830","66830_171454"
"354","307237","93737","93737_307237"
"355","295588","74194","74194_295588"
"356","171150","12572","12572_171150"
"357","294103","23972","23972_294103"
"358","65129","12737","12737_65129"
"359","84588","18417","18417_84588"
"360","500000","64945","64945_500000"
"361","192154","215114","215114_192154"
"362","368002","22385","22385_368002"
"363","293140","259066","259066_293140"
"364","405357","258973","258973_405357"
"365","404826","258451","258451_404826"
"366","404962","258407","258407_404962"
"367","29430","15114","15114_29430"
"368","246770","57080","57080_246770"
"369","288599","22384","22384_288599"
"370","60446","12951","12951_60446"
"371","25628","21869","21869_25628"
"372","362915","69787","69787_362915"
"373","361514","17537","17537_361514"
"374","83724","17978","17978_83724"
"375","29555","22355","22355_29555"
"376","24312","13361","13361_24312"
"377","25456","14658","14658_25456"
"378","367912","14657","14657_367912"
"379","366542","20472","20472_366542"
"380","295235","66256","66256_295235"
"381","83837","68010","68010_83837"
"382","24907","13405","13405_24907"
"383","29508","18044","18044_29508"
"384","306254","66923","66923_306254"
"385","294250","53761","53761_294250"
"386","94342","224727","224727_94342"
"387","361798","110147","110147_361798"
"388","24860","22227","22227_24860"
"389","83826","26423","26423_83826"
"390","246246","241274","241274_246246"
"391","296566","69454","69454_296566"
"392","114106","63857","63857_114106"
"393","315644","170752","170752_315644"
"394","363294","65960","65960_363294"
"395","307724","244585","244585_307724"
"396","24268","12870","12870_24268"
"397","299691","12952","12952_299691"
"398","24564","17528","17528_24564"
"399","64310","11840","11840_64310"
"400","24368","14194","14194_24368"
"401","55939","55938","55938_55939"
"402","116777","12560","12560_116777"
"403","83502","12550","12550_83502"
"404","24482","16000","16000_24482"
"405","29601","14616","14616_29601"
"406","500137","11922","11922_500137"
"407","60329","11925","11925_60329"
"408","25410","110794","110794_25410"
"409","60628","12767","12767_60628"
"410","306636","13642","13642_306636"
"411","25186","13641","13641_25186"
"412","360546","13643","13643_360546"
"413","25705","21417","21417_25705"
"414","85271","22786","22786_85271"
"415","171109","240672","240672_171109"
"416","362051","16911","16911_362051"
"417","114117","14704","14704_114117"
"418","81512","16840","16840_81512"
"419","306659","16371","16371_306659"
"420","498918","54352","54352_498918"
"421","24530","16816","16816_24530"
"422","680717","353310","353310_680717"
"423","498266","66352","66352_498266"
"424","29210","13837","13837_29210"
"425","499076","232807","232807_499076"
"426","29209","12373","12373_29209"
"427","103689992","76846","76846_103689992"
"428","171575","13423","13423_171575"
"429","292721","13875","13875_292721"
"430","25728","11816","11816_25728"
"431","116694","73647","73647_116694"
"432","297518","68089","68089_297518"
"433","29618","12226","12226_29618"
"434","364420","21933","21933_364420"
"435","291610","24066","24066_291610"
"436","25421","12960","12960_25421"
"437","24609","18263","18263_24609"
"438","89807","11600","11600_89807"
"439","89805","11601","11601_89805"
"440","502970","30924","30924_502970"
"441","288280","17968","17968_288280"
"442","24586","17967","17967_24586"
"443","102548228","246229","246229_102548228"
"444","362746","109065","109065_362746"
"445","24651","18770","18770_24651"
"446","317376","209446","209446_317376"
"447","100145871","11532","11532_100145871"
"448","294964","66046","66046_294964"
"449","363735","14390","14390_363735"
"450","116676","19378","19378_116676"
"451","367100","17130","17130_367100"
"452","288620","12466","12466_288620"
"453","363658","12467","12467_363658"
"454","83472","22235","22235_83472"
"455","114122","13003","13003_114122"
"456","25311","13176","13176_25311"
"457","680102","23937","23937_680102"
"458","85382","64242","64242_85382"
"459","84006","18759","18759_84006"
"460","170901","13638","13638_170901"
"461","309377","54612","54612_309377"
"462","56010","22628","22628_56010"
"463","317322","14735","14735_317322"
"464","64441","15500","15500_64441"
"465","365901","14686","14686_365901"
"466","306330","16598","16598_306330"
"467","114845","16599","16599_114845"
"468","363143","14685","14685_363143"
"469","316218","107477","107477_316218"
"470","113911","14918","14918_113911"
"471","116556","245650","245650_116556"
"472","79222","14919","14919_79222"
"473","26201","17719","17719_26201"
"474","26200","17720","17720_26200"
"475","26202","17721","17721_26202"
"476","26203","17722","17722_26203"
"477","26195","17708","17708_26195"
"478","26198","17709","17709_26198"
"479","26204","17710","17710_26204"
"480","26192","17711","17711_26192"
"481","26193","17716","17716_26193"
"482","26194","17717","17717_26194"
"483","26199","17718","17718_26199"
"484","25402","12367","12367_25402"
"485","289754","22433","22433_289754"
"486","83512","56473","56473_83512"
"487","286922","60527","60527_286922"
"488","65158","59021","59021_65158"
"489","81818","22352","22352_81818"
"490","81643","108147","108147_81643"
"491","298954","75456","75456_298954"
"492","306862","21418","21418_306862"
"493","24296","13076","13076_24296"
"494","24297","13077","13077_24297"
"495","29146","16449","16449_29146"
"496","29147","16450","16450_29147"
"497","287422","18626","18626_287422"
"498","63840","18627","18627_63840"
"499","288909","244551","244551_288909"
"500","24264","12709","12709_24264"
"501","25640","21410","21410_25640"
"502","25524","19156","19156_25524"
"503","289720","76943","76943_289720"
"504","114207","20190","20190_114207"
"505","300803","80907","80907_300803"
"506","24252","12606","12606_24252"
"507","24253","12608","12608_24253"
"508","25695","12609","12609_25695"
"509","25301","12611","12611_25301"
"510","25614","14083","14083_25614"
"511","313512","140477","140477_313512"
"512","246149","231044","231044_246149"
"513","686117","17268","17268_686117"
"514","294322","18771","18771_294322"
"515","29415","14739","14739_29415"
"516","50592","14799","14799_50592"
"517","29627","14800","14800_29627"
"518","29628","53623","53623_29628"
"519","29629","14802","14802_29629"
"520","24239","12288","12288_24239"
"521","298652","63958","63958_298652"
"522","680117","21909","21909_680117"
"523","292988","22652","22652_292988"
"524","296988","54484","54484_296988"
"525","297525","67027","67027_297525"
"526","360406","19268","19268_360406"
"527","25529","19280","19280_25529"
"528","307740","58198","58198_307740"
"529","364910","20689","20689_364910"
"530","313038","54383","54383_313038"
"531","79131","14077","14077_79131"
"532","24360","14080","14080_24360"
"533","25061","12903","12903_25061"
"534","24710","19660","19660_24710"
"535","29563","12904","12904_29563"
"536","498576","171463","171463_498576"
"537","25405","12450","12450_25405"
"538","114516","110304","110304_114516"
"539","302333","93837","93837_302333"
"540","306096","13134","13134_306096"
"541","688913","102323","102323_688913"
"542","114494","12428","12428_114494"
"543","687575","108121","108121_687575"
"544","297566","11973","11973_297566"
"545","366545","74915","74915_366545"
"546","25538","20103","20103_25538"
"547","686980","83701","83701_686980"
"548","291794","20641","20641_291794"
"549","65045","52040","52040_65045"
"550","299112","18974","18974_299112"
"551","54312","53600","53600_54312"
"552","307485","24074","24074_307485"
"553","113927","93687","93687_113927"
"554","307665","100042388","100042388_307665"
"555","295107","70099","70099_295107"
"556","295270","107701","107701_295270"
"557","170667","11984","11984_170667"
"558","312538","17216","17216_312538"
"559","361808","20630","20630_361808"
"560","288532","17220","17220_288532"
"561","117106","12492","12492_117106"
"562","293722","72727","72727_293722"
"563","689116","68092","68092_689116"
"564","305073","76843","76843_305073"
"565","306526","67920","67920_306526"
"566","361925","56456","56456_361925"
"567","246232","67883","67883_246232"
"568","361403","21750","21750_361403"
"569","310838","29815","29815_310838"
"570","316273","17215","17215_316273"
"571","292554","20871","20871_292554"
"572","114592","20877","20877_114592"
"573","295230","12462","12462_295230"
"574","299809","12461","12461_299809"
"575","297406","12468","12468_297406"
"576","83615","54411","54411_83615"
"577","293725","67160","67160_293725"
"578","288770","17938","17938_288770"
"579","25449","14309","14309_25449"
"580","362591","17764","17764_362591"
"581","116685","16906","16906_116685"
"582","60374","16905","16905_60374"
"583","171304","16551","16551_171304"
"584","64665","14251","14251_64665"
"585","83764","14252","14252_83764"
"586","25718","16001","16001_25718"
"587","24954","16337","16337_24954"
"588","25346","19886","19886_25346"
"589","50646","19229","19229_50646"
"590","313228","16348","16348_313228"
"591","289229","93840","93840_289229"
"592","24273","12954","12954_24273"
"593","287473","140859","140859_287473"
"594","114500","14472","14472_114500"
"595","170520","114886","114886_170520"
"596","292804","14751","14751_292804"
"597","24269","109697","109697_24269"
"598","25585","15903","15903_25585"
"599","314431","278203","278203_314431"
"600","363168","69032","69032_363168"
"601","364745","67328","67328_364745"
"602","287751","69444","69444_287751"
"603","362881","77397","77397_362881"
"604","287557","75622","75622_287557"
"605","688394","17116","17116_688394"
"606","24693","19224","19224_24693"
"607","29527","19225","19225_29527"
"608","25690","11622","11622_25690"
"609","445442","21825","21825_445442"
"610","292406","21826","21826_292406"
"611","681309","21827","21827_681309"
"612","29220","21828","21828_29220"
"613","266714","17921","17921_266714"
"614","298894","18109","18109_298894"
"615","361943","18526","18526_361943"
"616","116782","93706","93706_116782"
"617","25502","18245","18245_25502"
"618","113948","67378","67378_113948"
"619","308761","233406","233406_308761"
"620","304983","21346","21346_304983"
"621","311545","14950","14950_311545"
"622","29647","12361","12361_29647"
"623","360719","15233","15233_360719"
"624","296281","54711","54711_296281"
"625","29659","18438","18438_29659"
"626","24566","15235","15235_24566"
"627","24890","13982","13982_24890"
"628","304208","67260","67260_304208"
"629","310667","76893","76893_310667"
"630","304883","11352","11352_304883"
"631","288414","69263","69263_288414"
"632","24166","11516","11516_24166"
"633","313373","242546","242546_313373"
"634","65210","13110","13110_65210"
"635","114630","228033","228033_114630"
"636","24718","19699","19699_24718"
"637","25694","15117","15117_25694"
"638","309888","20464","20464_309888"
"639","116601","11937","11937_116601"
"640","100360342","17688","17688_100360342"
"641","266813","18933","18933_266813"
"642","25587","15902","15902_25587"
"643","66020","14447","14447_66020"
"644","303179","14923","14923_303179"
"645","25435","13631","13631_25435"
"646","366227","71881","71881_366227"
"647","93646","69162","69162_93646"
"648","303373","217012","217012_303373"
"649","117523","20450","20450_117523"
"650","117251","237806","237806_117251"
"651","25569","22044","22044_25569"
"652","25237","11482","11482_25237"
"653","287469","15218","15218_287469"
"654","25083","11551","11551_25083"
"655","24174","11552","11552_24174"
"656","24175","11553","11553_24175"
"657","312903","72265","72265_312903"
"658","310846","229801","229801_310846"
"659","29432","224105","224105_29432"
"660","81660","67092","67092_81660"
"661","171126","55946","55946_171126"
"662","29157","12452","12452_29157"
"663","497881","27140","27140_497881"
"664","499361","21908","21908_499361"
"665","140667","64933","64933_140667"
"666","306571","244349","244349_306571"
"667","368042","107182","107182_368042"
"668","25498","18148","18148_25498"
"669","307503","225363","225363_307503"
"670","63865","19141","19141_63865"
"671","117524","12449","12449_117524"
"672","24240","69719","69719_24240"
"673","364686","56705","56705_364686"
"674","81735","18007","18007_81735"
"675","300674","213827","213827_300674"
"676","292401","64074","64074_292401"
"677","116724","13823","13823_116724"
"678","679906","58800","58800_679906"
"679","690953","235033","235033_690953"
"680","50938","57810","57810_50938"
"681","24356","23871","23871_24356"
"682","245979","109594","109594_245979"
"683","25515","18817","18817_25515"
"684","266805","15118","15118_266805"
"685","29238","13490","13490_29238"
"686","24318","13489","13489_24318"
"687","117517","109828","109828_117517"
"688","24419","108072","108072_24419"
"689","309147","67689","67689_309147"
"690","307766","93762","93762_307766"
"691","29603","12041","12041_29603"
"692","314814","260315","260315_314814"
"693","63868","15510","15510_63868"
"694","260320","14068","14068_260320"
"695","24362","14121","14121_24362"
"696","24817","21405","21405_24817"
"697","102548778","671535","671535_102548778"
"698","171139","30056","30056_171139"
"699","301544","23874","23874_301544"
"700","25615","15529","15529_25615"
"701","58922","18292","18292_58922"
"702","362013","229709","229709_362013"
"703","29243","14058","14058_29243"
"704","291885","17218","17218_291885"
"705","295241","17827","17827_295241"
"706","288150","53375","53375_288150"
"707","688905","382793","382793_688905"
"708","316583","227327","227327_316583"
"709","81521","17698","17698_81521"
"710","100362764","67848","67848_100362764"
"711","289504","231452","231452_289504"
"712","292751","67224","67224_292751"
"713","317418","69499","69499_317418"
"714","304037","68146","68146_304037"
"715","297797","108664","108664_297797"
"716","192246","68479","68479_192246"
"717","65153","14299","14299_65153"
"718","360815","71990","71990_360815"
"719","293976","240590","240590_293976"
"720","289382","77065","77065_289382"
"721","114489","13138","13138_114489"
"722","25635","17202","17202_25635"
"723","25726","17203","17203_25726"
"724","298941","16777","16777_298941"
"725","117036","226519","226519_117036"
"726","25685","16006","16006_25685"
"727","362703","72515","72515_362703"
"728","246042","67949","67949_246042"
"729","298782","74196","74196_298782"
"730","298086","319885","319885_298086"
"731","24612","18378","18378_24612"
"732","25512","18675","18675_25512"
"733","292907","20174","20174_292907"
"734","29156","12336","12336_29156"
"735","171402","170439","170439_171402"
"736","24399","14661","14661_24399"
"737","301005","23918","23918_301005"
"738","501841","23790","23790_501841"
"739","500262","243574","243574_500262"
"740","85241","18968","18968_85241"
"741","25537","19878","19878_25537"
"742","25149","13983","13983_25149"
"743","298699","235036","235036_298699"
"744","54350","76983","76983_54350"
"745","58961","54375","54375_58961"
"746","315852","22137","22137_315852"
"747","366998","18022","18022_366998"
"748","24547","17196","17196_24547"
"749","81516","17131","17131_81516"
"750","301887","215654","215654_301887"
"751","313052","269587","269587_313052"
"752","360704","15312","15312_360704"
"753","29699","19087","19087_29699"
"754","298875","17775","17775_298875"
"755","361532","64383","64383_361532"
"756","25592","11603","11603_25592"
"757","315911","66889","66889_315911"
"758","681407","71300","71300_681407"
"759","681395","386611","386611_681395"
"760","362519","14211","14211_362519"
"761","305287","69940","69940_305287"
"762","361509","22192","22192_361509"
"763","29174","26898","26898_29174"
"764","498688","56835","56835_498688"
"765","25697","13039","13039_25697"
"766","290975","58518","58518_290975"
"767","680718","56094","56094_680718"
"768","286916","214639","214639_286916"
"769","290970","56092","56092_290970"
"770","301517","104086","104086_301517"
"771","313200","72479","72479_313200"
"772","363016","70984","70984_363016"
"773","305685","69156","69156_305685"
"774","25292","11812","11812_25292"
"775","25735","15378","15378_25735"
"776","312915","211673","211673_312915"
"777","56611","12306","12306_56611"
"778","29383","14085","14085_29383"
"779","305606","76784","76784_305606"
"780","85274","53381","53381_85274"
"781","94188","94187","94187_94188"
"782","24919","22632","22632_24919"
"783","24271","76703","76703_24271"
"784","25373","11625","11625_25373"
"785","295352","229688","229688_295352"
"786","113901","81600","81600_113901"
"787","24813","234724","234724_24813"
"788","64862","67443","67443_64862"
"789","24936","12527","12527_24936"
"790","308056","67719","67719_308056"
"791","64206","56720","56720_64206"
"792","500317","381810","381810_500317"
"793","24254","12613","12613_24254"
"794","24179","11606","11606_24179"
"795","291084","18105","18105_291084"
"796","24314","18104","18104_24314"
"797","498272","107652","107652_498272"
"798","25351","20526","20526_25351"
"799","192357","105446","105446_192357"
"800","171374","11947","11947_171374"
"801","114591","75221","75221_114591"
"802","170635","241452","241452_170635"
"803","64040","56752","56752_64040"
"804","24464","15439","15439_24464"
"805","295703","12258","12258_295703"
"806","25081","11806","11806_25081"
"807","25080","11808","11808_25080"
"808","293448","67003","67003_293448"
"809","25513","18708","18708_25513"
"810","300079","27367","27367_300079"
"811","362789","68520","68520_362789"
"812","300142","67976","67976_300142"
"813","317163","13664","13664_317163"
"814","302697","66235","66235_302697"
"815","24775","20415","20415_24775"
"816","362866","212862","212862_362866"
"817","29758","20447","20447_29758"
"818","25445","14283","14283_25445"
"819","29215","11847","11847_29215"
"820","84013","56348","56348_84013"
"821","360505","17168","17168_360505"
"822","308416","53333","53333_308416"
"823","306544","114863","114863_306544"
"824","116593","103149","103149_116593"
"825","79250","11429","11429_79250"
"826","301617","269224","269224_301617"
"827","85253","18815","18815_85253"
"828","24795","20716","20716_24795"
"829","288354","72020","72020_288354"
"830","313478","319965","319965_313478"
"831","311647","277360","277360_311647"
"832","246185","68730","68730_246185"
"833","305544","216549","216549_305544"
"834","292687","67369","67369_292687"
"835","29635","21856","21856_29635"
"836","303252","11685","11685_303252"
"837","81639","11687","11687_81639"
"838","287454","11684","11684_287454"
"839","25404","12389","12389_25404"
"840","499413","74377","74377_499413"
"841","361849","67500","67500_361849"
"842","302670","22184","22184_302670"
"843","498425","22183","22183_498425"
"844","298071","94181","94181_298071"
"845","304074","338467","338467_304074"
"846","691610","228491","228491_691610"
"847","312510","21841","21841_312510"
"848","363165","215418","215418_363165"
"849","292737","233016","233016_292737"
"850","29568","23938","23938_29568"
"851","299604","216151","216151_299604"
"852","291969","11972","11972_291969"
"853","315745","14155","14155_315745"
"854","366138","241576","241576_366138"
"855","171105","240028","240028_171105"
"856","314399","66622","66622_314399"
"857","301513","58184","58184_301513"
"858","317335","13205","13205_317335"
"859","300225","22379","22379_300225"
"860","288671","59008","59008_288671"
"861","60357","19126","19126_60357"
"862","360569","67390","67390_360569"
"863","498662","72148","72148_498662"
"864","311548","74711","74711_311548"
"865","366567","231098","231098_366567"
"866","83689","53599","53599_83689"
"867","289752","14030","14030_289752"
